"","Species.Name","Organism.Type","Broad.Habitat","status","country","iso2code"
"3211","Portulaca oleracea","Plant - Succulent","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3212","Acacia auriculiformis","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3213","Jatropha curcas","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3214","Mangifera indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3215","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3216","Jatropha curcas","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3217","Persea americana","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3218","Portulaca oleracea","Plant - Succulent","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3219","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3220","Manilkara zapota","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3221","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3222","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3223","Syzygium cumini","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3224","Hymenaea courbaril","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3225","Launaea intybacea","Plant - Shrub","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3226","Caesalpinia decapetala","Plant - Tree","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3227","Launaea intybacea","Plant - Shrub","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3228","Caesalpinia decapetala","Plant - Tree","","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3229","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3230","Hymenaea courbaril","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3231","Mangifera indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3232","Acacia salicina","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3233","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3234","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3235","Urochloa maxima","Plant - Grass","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3236","Acacia salicina","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3237","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3238","Flacourtia indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3239","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3240","Samanea saman","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3241","Spondias purpurea","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3242","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3243","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3244","Calotropis procera","Plant - Tree","Terrestrial","invasive","SAINT VINCENT AND THE GRENADINES","VC"
"3245","Urochloa maxima","Plant - Grass","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3246","Carica papaya","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3247","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3248","Azadirachta indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3249","Calotropis procera","Plant - Tree","Terrestrial","invasive","SAINT VINCENT AND THE GRENADINES","VC"
"3250","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3251","Carica papaya","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3252","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3253","Samanea saman","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3254","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3255","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3256","Melia azedarach","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3257","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3258","Calotropis procera","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3259","Flacourtia indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3260","Spondias purpurea","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3261","Melia azedarach","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3262","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3263","Calotropis procera","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3264","Azadirachta indica","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3265","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3266","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3267","Inga vera","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3268","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3269","Inga vera","Plant - Tree","Terrestrial","exotic","SAINT VINCENT AND THE GRENADINES","VC"
"3270","Eugenia uniflora","Plant - Tree","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3272","Murdannia nudiflora","Plant - Herb","","exotic","SURINAME","SR"
"3273","Syzygium jambos","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3274","Ipomoea aquatica","Plant - Climber","","exotic","SURINAME","SR"
"3275","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3276","Murdannia nudiflora","Plant - Herb","","exotic","SURINAME","SR"
"3277","Lolium multiflorum","Plant - Grass","","exotic","SURINAME","SR"
"3278","Samanea saman","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3279","Samanea saman","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3280","Syzygium jambos","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3281","Phyllanthus urinaria","Plant - Weed","","exotic","SURINAME","SR"
"3282","Lolium multiflorum","Plant - Grass","","exotic","SURINAME","SR"
"3283","Portulaca oleracea","Plant - Succulent","","exotic","SURINAME","SR"
"3284","Eleusine indica","Plant - Grass","Terrestrial","exotic","SURINAME","SR"
"3285","Phyllanthus urinaria","Plant - Weed","","exotic","SURINAME","SR"
"3286","Portulaca oleracea","Plant - Succulent","","exotic","SURINAME","SR"
"3287","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3288","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3289","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3290","Eleusine indica","Plant - Grass","Terrestrial","exotic","SURINAME","SR"
"3291","Azadirachta indica","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3292","Phyllanthus urinaria","Plant - Weed","","invasive","SURINAME","SR"
"3293","Syzygium cumini","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3294","Syzygium cumini","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3295","Ipomoea aquatica","Plant - Climber","","exotic","SURINAME","SR"
"3296","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3297","Phyllanthus urinaria","Plant - Weed","","invasive","SURINAME","SR"
"3298","Azadirachta indica","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3299","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3300","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3301","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3302","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3303","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","SURINAME","SR"
"3304","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","SURINAME","SR"
"3305","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","SURINAME","SR"
"3306","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","UNITED STATES","US"
"3307","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","UNITED STATES","US"
"3308","Spartina alterniflora","Plant - Aquatic","Marine","invasive","UNITED STATES","US"
"3309","Spartina alterniflora","Plant - Aquatic","Marine","invasive","UNITED STATES","US"
"3310","Bambusa vulgaris","Plant - Grass","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3311","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3312","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3313","Bambusa vulgaris","Plant - Grass","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3314","Spondias dulcis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3315","Spondias dulcis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3316","Pterocarpus macrocarpus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3317","Pterocarpus macrocarpus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3318","Calotropis procera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3319","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3320","Samanea saman","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3321","Persea americana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3322","Carica papaya","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3323","Carica papaya","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3324","Samanea saman","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3325","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3326","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3327","Annona squamosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3328","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3329","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3330","Persea americana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3331","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3332","Albizia procera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3333","Annona squamosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3334","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3335","Albizia procera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3336","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3337","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3338","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3339","Calotropis procera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3340","Sesbania bispinosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3341","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3342","Melia azedarach","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3343","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3344","Syzygium cumini","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3345","Senna siamea","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3346","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3347","Jatropha curcas","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3348","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3349","Eupatorium adenophorum","Plant - Herb","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3350","Pterocarpus indicus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3351","Ipomoea aquatica","Plant - Climber","","exotic","TRINIDAD AND TOBAGO","TT"
"3352","Acacia auriculiformis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3353","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","TRINIDAD AND TOBAGO","TT"
"3354","Manilkara zapota","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3355","Jatropha curcas","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3356","Mangifera indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3357","Sterculia apetala","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3358","Hibiscus elatus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3359","Eupatorium adenophorum","Plant - Herb","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3360","Portulaca oleracea","Plant - Succulent","","exotic","TRINIDAD AND TOBAGO","TT"
"3361","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3362","Murdannia nudiflora","Plant - Herb","","exotic","TRINIDAD AND TOBAGO","TT"
"3363","Murdannia nudiflora","Plant - Herb","","invasive","TRINIDAD AND TOBAGO","TT"
"3364","Azadirachta indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3365","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3366","Azadirachta indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3367","Ipomoea aquatica","Plant - Climber","","exotic","TRINIDAD AND TOBAGO","TT"
"3368","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3369","Launaea intybacea","Plant - Shrub","","exotic","TRINIDAD AND TOBAGO","TT"
"3370","Eriobotrya japonica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3371","Senna multijuga","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3372","Calotropis procera","Plant - Tree","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3373","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3374","Syzygium cumini","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3375","Azolla filiculoides","Plant - Aquatic","","exotic","TRINIDAD AND TOBAGO","TT"
"3376","Flacourtia indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3377","Urochloa maxima","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3378","Pterocarpus indicus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3379","Calotropis procera","Plant - Tree","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3380","Nypa fruticans","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3381","Nypa fruticans","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3382","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","invasive","TRINIDAD AND TOBAGO","TT"
"3383","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3384","Eriobotrya japonica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3385","Azolla filiculoides","Plant - Aquatic","","exotic","TRINIDAD AND TOBAGO","TT"
"3386","Senna multijuga","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3387","Mangifera indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3388","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3389","Manilkara zapota","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3390","Eucalyptus camaldulensis","Plant-Tree","","exotic","TRINIDAD AND TOBAGO","TT"
"3391","Portulaca oleracea","Plant - Succulent","","exotic","TRINIDAD AND TOBAGO","TT"
"3392","Myroxylon balsamum","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3393","Sterculia apetala","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3394","Murdannia nudiflora","Plant - Herb","","exotic","TRINIDAD AND TOBAGO","TT"
"3395","Flacourtia indica","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3396","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","TRINIDAD AND TOBAGO","TT"
"3397","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3398","Melia azedarach","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3399","Senna siamea","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3400","Hibiscus elatus","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3401","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3402","Launaea intybacea","Plant - Shrub","","exotic","TRINIDAD AND TOBAGO","TT"
"3403","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3404","Urochloa maxima","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3405","Inga vera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3406","Eucalyptus camaldulensis","Plant-Tree","","exotic","TRINIDAD AND TOBAGO","TT"
"3407","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3408","Ageratina adenophora","Plant - Shrub","","exotic","TRINIDAD AND TOBAGO","TT"
"3409","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3410","Ageratina adenophora","Plant - Shrub","","exotic","TRINIDAD AND TOBAGO","TT"
"3411","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3412","Inga vera","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3414","Vangueria madagascariensis","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3415","Tabebuia rosea","Plant - Tree","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3416","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","TRINIDAD AND TOBAGO","TT"
"3417","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","TRINIDAD AND TOBAGO","TT"
"3418","Eleusine indica","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3419","Eleusine indica","Plant - Grass","Terrestrial","exotic","TRINIDAD AND TOBAGO","TT"
"3420","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3421","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3422","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3423","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3424","Urochloa maxima","Plant - Grass","Terrestrial","exotic","CURACAO","CW"
"3425","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3426","Schinus terebinthifolius","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3427","Schinus terebinthifolius","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3428","Portulaca oleracea","Plant - Succulent","","exotic","CURACAO","CW"
"3429","Annona squamosa","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3430","Samanea saman","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3431","Portulaca oleracea","Plant - Succulent","","exotic","CURACAO","CW"
"3432","Tradescantia spathacea","Plant - Herb","","exotic","CURACAO","CW"
"3433","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3434","Urochloa maxima","Plant - Grass","Terrestrial","exotic","CURACAO","CW"
"3435","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","CURACAO","CW"
"3436","Lantana camara","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3437","Tradescantia spathacea","Plant - Herb","","exotic","CURACAO","CW"
"3438","Annona squamosa","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3439","Lantana camara","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3440","Samanea saman","Plant - Tree","Terrestrial","exotic","CURACAO","CW"
"3441","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","CURACAO","CW"
"3442","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3443","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","TURKS AND CAICOS ISLANDS","TC"
"3444","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","REUNION","RE"
"3445","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","REUNION","RE"
"3446","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3447","Samanea saman","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3448","Cinnamomum camphora","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3449","Bothriochloa pertusa","Plant - Grass","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3450","Syzygium cumini","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3451","Eugenia uniflora","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3452","Bambusa vulgaris","Plant - Grass","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3453","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3454","Melia azedarach","Plant - Tree","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3455","Calotropis procera","Plant - Tree","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3456","Senna siamea","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3457","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3458","Inga vera","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3459","Annona squamosa","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3460","Spathodea campanulata","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3461","Syzygium jambos","Plant - Tree","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3462","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3463","Bothriochloa pertusa","Plant - Grass","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3464","Arundo donax","Plant - Grass","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3465","Flacourtia indica","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3466","Hymenaea courbaril","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3467","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3468","Antigonon leptopus","Plant - Climber","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3469","Portulaca oleracea","Plant - Succulent","","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3470","Schinus terebinthifolius","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3471","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3472","Bothriochloa pertusa","Plant - Grass","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
"3473","Senna multijuga","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3474","Syzygium cumini","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3475","Ricinus communis","Plant - Shrub","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3476","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3477","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3478","Melia azedarach","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3479","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3480","Calotropis procera","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3481","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3482","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","UNITED STATES VIRGIN ISLANDS","VI"
"3483","Bambusa vulgaris","Plant - Grass","Terrestrial","invasive","UNITED STATES VIRGIN ISLANDS","VI"
