acceptedname,authority,uri,AI,BM,KY,MS,VG,TC,TC_discrep
Juncus effusus,L.,http://www.tropicos.org/Name/16900047,0,0,0,0,0,0,0
Juncus imbricatus,Laharpe,http://www.tropicos.org/Name/16900259,0,0,0,0,0,0,0
Juncus marginatus,Rostk.,http://www.tropicos.org/Name/16900064,0,1,0,0,0,0,0
Juncus maritimus,Lam.,http://www.tropicos.org/Name/16900116,0,1,0,0,0,0,0
Juncus microcephalus,Kunth,http://www.tropicos.org/Name/16900224,0,0,0,0,0,0,0
Juncus roemerianus,Scheele,http://www.tropicos.org/Name/16900181,0,0,0,0,0,0,0
Juncus tenuis,Willd.,http://www.tropicos.org/Name/16900074,0,0,0,0,0,0,0
Juniperus communis,L.,http://www.tropicos.org/Name/9400373,0,0,0,0,0,0,0
Juniperus virginiana,L.,http://www.tropicos.org/Name/9400157,0,1,0,0,0,0,0
Justicia betonica,L.,http://www.tropicos.org/Name/100054,0,0,0,0,0,0,0
Kalanchoe daigremontiana,Raym.-Hamet & H. Perrier,http://www.tropicos.org/Name/8900296,0,0,0,0,0,1,-1
Kalanchoe pinnata,(Lam.) Pers.,http://www.tropicos.org/Name/8900302,0,0,0,0,0,1,-1
Kalanchoe pinnata,(Lam.) Pers.,http://www.tropicos.org/Name/8900302,1,1,1,1,1,1,0
Kallstroemia maxima,(L.) Hook. & Arn.,http://www.tropicos.org/Name/34600184,1,0,1,0,1,0,1
Kickxia elatine,(L.) Dumort.,http://www.tropicos.org/Name/29200058,0,1,0,0,0,0,0
Kniphofia uvaria,(L.) Oken,http://www.tropicos.org/Name/100211494,0,0,0,0,0,0,0
Lactuca canadensis,L.,http://www.tropicos.org/Name/2700947,0,0,0,0,0,0,0
Lactuca sativa,L.,http://www.tropicos.org/Name/2710604,0,0,0,0,0,1,-1
Lactuca serriola,L.,http://www.tropicos.org/Name/2700954,0,0,0,0,0,0,0
Lactuca virosa,L.,http://www.tropicos.org/Name/2702761,0,0,0,0,0,0,0
Lagascea mollis,Cav.,http://www.tropicos.org/Name/2702762,1,0,0,0,0,0,0
Lagerstroemia indica,L.,http://www.tropicos.org/Name/19200242,0,1,1,0,0,0,0
Lagurus ovatus,L.,http://www.tropicos.org/Name/25511215,0,0,0,0,0,0,0
Lamium amplexicaule,L.,http://www.tropicos.org/Name/17600099,0,1,0,0,0,0,0
Lamium maculatum,L.,http://www.tropicos.org/Name/17600101,0,0,0,0,0,0,0
Lantana camara,L.,http://www.tropicos.org/Name/33700010,1,1,1,1,1,1,0
Lantana montevidensis,(Spreng.) Briq.,http://www.tropicos.org/Name/33700784,0,1,0,0,0,0,0
Lapsana communis,L.,http://www.tropicos.org/Name/2700958,0,0,0,0,0,0,0
Larix decidua,Mill.,http://www.tropicos.org/Name/24900158,0,0,0,0,0,0,0
Larrea divaricata,Cav.,http://www.tropicos.org/Name/34600002,0,0,0,0,0,0,0
Lathyrus clymenum,L.,http://www.tropicos.org/Name/13021515,0,0,0,0,0,0,0
Lathyrus latifolius,L.,http://www.tropicos.org/Name/13021590,0,1,0,0,0,0,0
Lathyrus odoratus,L.,http://www.tropicos.org/Name/13021655,0,1,0,0,0,0,0
Lathyrus pratensis,L.,http://www.tropicos.org/Name/13021685,0,0,0,0,0,0,0
Lathyrus sativus,L.,http://www.tropicos.org/Name/13021708,0,0,0,1,0,0,0
Lathyrus tingitanus,L.,http://www.tropicos.org/Name/13021749,0,0,0,0,0,0,0
Lathyrus tuberosus,L.,http://www.tropicos.org/Name/13021758,0,0,0,0,0,0,0
Launaea intybacea,(Jacq.) Beauverd,http://www.tropicos.org/Name/2722769,0,0,1,1,1,1,-1
Laurus nobilis,L.,http://www.tropicos.org/Name/17804359,0,1,0,0,0,0,0
Lavandula angustifolia,Mill.,http://www.tropicos.org/Name/17600103,0,0,0,0,0,0,0
Lavandula dentata,L.,http://www.tropicos.org/Name/17603649,0,0,0,0,0,0,0
Leersia hexandra,Sw.,http://www.tropicos.org/Name/25509735,0,0,0,0,0,0,0
Lemna gibba,L.,http://www.tropicos.org/Name/18100009,0,0,0,0,0,0,0
Lemna minor,L.,http://www.tropicos.org/Name/18100039,0,0,0,0,0,1,-1
Lemna perpusilla,Torr.,http://www.tropicos.org/Name/18100012,0,0,0,0,0,0,0
Leontodon saxatilis,Lam.,http://www.tropicos.org/Name/2743829,0,0,0,0,0,0,0
Leontodon taraxacoides,Hoppe & Hornsch.,http://www.tropicos.org/Name/100362838,0,0,0,0,0,0,0
Leonurus cardiaca,L.,http://www.tropicos.org/Name/17600111,0,0,0,0,0,0,0
Lepidium bipinnatifidum,Desv.,http://www.tropicos.org/Name/4101551,0,0,0,0,0,0,0
Lepidium densiflorum,Schrad.,http://www.tropicos.org/Name/4100201,0,0,0,0,0,0,0
Lepidium graminifolium,L.,http://www.tropicos.org/Name/4100536,0,0,0,0,0,0,0
Lepidium sativum,L.,http://www.tropicos.org/Name/4100212,0,1,0,0,0,0,0
Lepidium virginicum,L.,http://www.tropicos.org/Name/4100546,1,1,0,1,1,1,0
Leucaena leucocephala,(Lam.) de Wit,http://www.tropicos.org/Name/13002824,1,1,1,1,1,1,0
Leucanthemum vulgare,Lam.,http://www.tropicos.org/Name/2700996,0,1,0,0,0,0,0
Leucojum aestivum,L.,http://www.tropicos.org/Name/1201268,0,0,0,0,0,0,0
Ligustrum japonicum,Thunb.,http://www.tropicos.org/Name/23000160,0,0,0,0,0,0,0
Ligustrum ovalifolium,Hassk.,http://www.tropicos.org/Name/23000162,0,0,0,0,0,0,0
Ligustrum sinense,Lour.,http://www.tropicos.org/Name/23000164,0,0,0,0,0,0,0
Linaria vulgaris,Mill.,http://www.tropicos.org/Name/29207754,0,1,0,0,0,0,0
Linum bienne,Mill.,http://www.tropicos.org/Name/18700038,0,0,0,0,0,0,0
Linum usitatissimum,L.,http://www.tropicos.org/Name/18700031,0,1,0,0,0,0,0
Liquidambar styraciflua,L.,http://www.tropicos.org/Name/15100008,0,0,0,0,0,0,0
Liriodendron tulipifera,L.,http://www.tropicos.org/Name/19300006,0,0,0,0,0,0,0
Lithospermum officinale,L.,http://www.tropicos.org/Name/4000135,0,0,0,0,0,0,0
Lobelia cardinalis,L.,http://www.tropicos.org/Name/5502376,0,0,0,0,0,0,0
Lobelia erinus,L.,http://www.tropicos.org/Name/5501668,0,0,0,0,0,0,0
Lobelia laxiflora,Kunth,http://www.tropicos.org/Name/5501971,0,0,0,0,0,0,0
Lobularia maritima,(L.) Desv.,http://www.tropicos.org/Name/4100561,0,1,0,0,0,0,0
Lolium multiflorum,Lam.,http://www.tropicos.org/Name/25509742,0,1,0,0,0,0,0
Lolium perenne,L.,http://www.tropicos.org/Name/25509743,0,1,0,0,0,0,0
Lolium temulentum,L.,http://www.tropicos.org/Name/25509744,0,0,0,0,0,0,0
Lonicera japonica,Thunb.,http://www.tropicos.org/Name/50118144,0,1,0,0,0,0,0
Lonicera sempervirens,L.,http://www.tropicos.org/Name/6000257,0,0,0,0,0,0,0
Lotononis bainesii,Baker,http://www.tropicos.org/Name/13022031,0,0,0,0,0,0,0
Lotus corniculatus,L.,http://www.tropicos.org/Name/13022186,0,0,0,0,0,0,0
Lotus pedunculatus,Cav.,http://www.tropicos.org/Name/13022320,0,0,0,0,0,0,0
Ludwigia palustris,(L.) Elliott,http://www.tropicos.org/Name/23200104,0,1,0,0,0,0,0
Ludwigia peruviana,(L.) H. Hara,http://www.tropicos.org/Name/23200526,0,0,0,0,0,0,0
Lunaria annua,L.,http://www.tropicos.org/Name/4101396,0,0,0,0,0,0,0
Lupinus albus,L.,http://www.tropicos.org/Name/13036912,0,0,0,0,0,0,0
Lupinus luteus,L.,http://www.tropicos.org/Name/13037036,0,0,0,0,0,0,0
Lupinus mutabilis,Sweet,http://www.tropicos.org/Name/13037060,0,0,0,0,0,0,0
Lupinus perennis,L.,http://www.tropicos.org/Name/13037078,0,0,0,0,0,0,0
Luziola spruceana,Benth. ex Döll,http://www.tropicos.org/Name/25517330,0,0,0,0,0,0,0
Lycium barbarum,L.,http://www.tropicos.org/Name/29600019,0,1,0,0,0,0,0
Lycopsis arvensis,L.,http://www.tropicos.org/Name/4000038,0,0,0,0,0,0,0
Lygodium japonicum,(Thunb.) Sw.,http://www.tropicos.org/Name/26600214,0,0,0,0,0,0,0
Lythrum hyssopifolia,L.,http://www.tropicos.org/Name/19200250,0,0,0,0,0,0,0
Macroptilium atropurpureum,(Moc. & Sessé ex DC.) Urb.,http://www.tropicos.org/Name/13014971,0,0,0,0,0,1,-1
Maesopsis eminii,Engl.,http://www.tropicos.org/Name/27501023,0,0,0,0,0,0,0
Magnolia virginiana,L.,http://www.tropicos.org/Name/19300037,0,0,0,0,0,0,0
Malachra fasciata,Jacq.,http://www.tropicos.org/Name/19601023,0,0,1,1,0,0,0
Malva neglecta,Wallr.,http://www.tropicos.org/Name/19601039,0,0,0,0,0,0,0
Malva nicaeensis,All.,http://www.tropicos.org/Name/19601040,0,0,0,0,0,0,0
Malva parviflora,L.,http://www.tropicos.org/Name/19600174,0,1,0,0,0,0,0
Malva pusilla,Sm.,http://www.tropicos.org/Name/19601905,0,0,0,0,0,0,0
Malva sylvestris,L.,http://www.tropicos.org/Name/19600059,0,0,0,0,0,0,0
Malva pusilla,Sm.,thePlantList,0,0,0,0,0,0,0
Malvastrum coromandelianum,(L.) Garcke,http://www.tropicos.org/Name/19600069,1,1,0,1,1,0,0
Mangifera indica,L.,http://www.tropicos.org/Name/1300071,1,0,0,1,1,1,-1
Manihot esculenta,Crantz,http://www.tropicos.org/Name/12800237,0,1,1,0,0,1,-1
Manihot grahamii,Hook.,http://www.tropicos.org/Name/12802181,0,0,0,0,0,1,-1
Manilkara zapota,(L.) P. Royen,http://www.tropicos.org/Name/28700370,0,0,0,0,0,1,-1
Marrubium vulgare,L.,http://www.tropicos.org/Name/17600145,0,0,0,0,0,0,0
Marsilea quadrifolia,L.,http://www.tropicos.org/Name/26602150,0,0,0,0,0,0,0
Martynia annua,L.,http://www.tropicos.org/Name/19900001,1,0,0,0,1,0,0
Matricaria chamomilla,L.,http://www.tropicos.org/Name/2702887,0,0,0,0,0,0,0
Medicago arabica,(L.) Huds.,http://www.tropicos.org/Name/13066794,0,0,0,0,0,0,0
Medicago falcata,L.,http://www.tropicos.org/Name/13035525,0,0,0,0,0,0,0
Medicago lupulina,L.,http://www.tropicos.org/Name/13035583,0,1,0,0,0,0,0
Medicago polymorpha,L.,http://www.tropicos.org/Name/13035655,0,1,0,0,0,0,0
Medicago sativa,L.,http://www.tropicos.org/Name/13035689,0,1,0,0,0,0,0
Megathyrsus maximus,(Jacq.) B.K. Simon & S.W.L. Jacobs,http://www.tropicos.org/Name/50246319,0,1,0,0,0,0,0
Melaleuca quinquenervia,(Cav.) S.T. Blake,http://www.tropicos.org/Name/22101758,0,0,0,0,0,0,0
Melastoma malabathricum,L.,http://www.tropicos.org/Name/20302081,0,0,0,0,0,0,0
Melia azedarach,L.,http://www.tropicos.org/Name/20400345,1,1,0,1,1,1,0
Melianthus major,L.,http://www.tropicos.org/Name/20500014,0,0,0,0,0,0,0
Melicoccus bijugatus,Jacq.,http://www.tropicos.org/Name/28600569,1,1,1,0,1,1,0
Melilotus albus,Medik.,http://www.tropicos.org/Name/13035752,0,0,0,0,0,0,0
Melinis minutiflora,P. Beauv.,http://www.tropicos.org/Name/25512172,0,0,0,0,0,0,0
Melinis repens,(Willd.) Zizka,http://www.tropicos.org/Name/25518941,1,0,1,0,0,0,0
Melinis repens,(Willd.) Zizka,http://www.tropicos.org/Name/25518941,0,0,0,0,0,1,-1
Melissa officinalis,L.,http://www.tropicos.org/Name/17600147,0,0,0,0,0,0,0
Melochia corchorifolia,L.,http://www.tropicos.org/Name/30400017,0,0,0,0,0,0,0
Melochia pyramidata,L.,http://www.tropicos.org/Name/30400114,1,0,1,1,1,0,0
Mentha aquatica,L.,http://www.tropicos.org/Name/17601498,0,1,0,0,0,0,0
Mentha arvensis,L.,http://www.tropicos.org/Name/17600151,0,0,0,0,0,0,0
Mentha pulegium,L.,http://www.tropicos.org/Name/17601507,0,0,0,0,0,0,0
Mentha spicata,L.,http://www.tropicos.org/Name/17600159,0,1,1,0,0,1,-1
Mentha suaveolens,Ehrh.,http://www.tropicos.org/Name/17602284,0,0,0,0,0,0,0
Menyanthes trifoliata,L.,http://www.tropicos.org/Name/20800053,0,0,0,0,0,0,0
Mercurialis annua,L.,http://www.tropicos.org/Name/12802185,0,1,0,0,0,0,0
Merremia tuberosa,(L.) Rendle,http://www.tropicos.org/Name/8500796,0,1,0,0,0,1,-1
Mibora minima,(L.) Desv.,http://www.tropicos.org/Name/25512173,0,0,0,0,0,0,0
Miconia calvescens,DC.,http://www.tropicos.org/Name/20300144,0,0,0,0,0,0,0
Microstegium vimineum,(Trin.) A. Camus,http://www.tropicos.org/Name/25509758,0,0,0,0,0,0,0
Mikania micrantha,Kunth,http://www.tropicos.org/Name/2701038,0,0,0,1,0,0,0
Milium effusum,L.,http://www.tropicos.org/Name/25509760,0,0,0,0,0,0,0
Mimosa invisa,Mart. ex Colla,http://www.tropicos.org/Name/13022449,0,0,0,0,0,0,0
Mimosa pigra,L.,http://www.tropicos.org/Name/13045191,0,0,0,0,0,0,0
Mimosa pudica,L.,http://www.tropicos.org/Name/13036675,0,0,0,1,1,1,-1
Mirabilis jalapa,L.,http://www.tropicos.org/Name/22500289,1,1,0,0,1,1,0
Miscanthus sinensis,Andersson,http://www.tropicos.org/Name/25518316,0,0,0,0,0,0,0
Mollugo verticillata,L.,http://www.tropicos.org/Name/700039,1,0,0,0,1,0,0
Moluccella laevis,L.,http://www.tropicos.org/Name/17601511,0,0,0,0,0,0,0
Momordica balsamina,L.,http://www.tropicos.org/Name/9200483,0,0,1,0,0,1,-1
Momordica charantia,L.,http://www.tropicos.org/Name/9200010,1,0,1,1,1,1,-1
Montanoa hibiscifolia,Benth.,http://www.tropicos.org/Name/50116326,0,0,0,0,0,0,0
Montia fontana,L.,http://www.tropicos.org/Name/26200137,0,0,0,0,0,0,0
Moricandia arvensis,(L.) DC.,http://www.tropicos.org/Name/4103235,0,0,0,0,0,0,0
Morinda citrifolia,L.,http://www.tropicos.org/Name/27900127,0,1,1,1,1,1,-1
Moringa oleifera,Lam.,http://www.tropicos.org/Name/21400003,0,1,1,1,0,1,0
Morus alba,L.,http://www.tropicos.org/Name/21300010,0,1,0,0,0,1,-1
Morus nigra,L.,http://www.tropicos.org/Name/21300470,0,1,0,0,0,0,0
Morus rubra,L.,http://www.tropicos.org/Name/21300471,0,1,0,0,0,0,0
Mucuna pruriens,(L.) DC.,http://www.tropicos.org/Name/13036037,0,0,1,1,0,1,-1
Muntingia calabura,L.,http://www.tropicos.org/Name/11700033,0,0,0,0,0,0,0
Murdannia keisak,(Hassk.) Hand.-Mazz.,http://www.tropicos.org/Name/8300316,0,0,0,0,0,0,0
Murdannia nudiflora,(L.) Brenan,http://www.tropicos.org/Name/8300317,0,0,0,0,0,0,0
Musa acuminata,Colla,http://www.tropicos.org/Name/21500048,0,0,0,0,0,0,0
Myosotis scorpioides,L.,http://www.tropicos.org/Name/4001305,0,1,0,0,0,0,0
Myriophyllum heterophyllum,Michx.,http://www.tropicos.org/Name/15000045,0,0,0,0,0,0,0
Myrtus communis,L.,http://www.tropicos.org/Name/22102175,0,1,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,1,-1
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,0,0
NA,NA,NA,0,0,0,0,0,1,-1
Najas marina,L.,http://www.tropicos.org/Name/22200006,0,0,0,0,0,1,0
Nandina domestica,Thunb.,http://www.tropicos.org/Name/3500026,0,0,0,0,0,0,0
Narcissus tazetta,L.,http://www.tropicos.org/Name/1200058,0,1,0,0,0,0,0
Nardus stricta,L.,http://www.tropicos.org/Name/25511276,0,0,0,0,0,0,0
Nassella trichotoma,(Nees) Hack. ex Arechav.,http://www.tropicos.org/Name/25520010,0,0,0,0,0,0,0
Nasturtium microphyllum,Boenn. ex Rchb.,http://www.tropicos.org/Name/4101405,0,0,0,0,0,0,0
Nasturtium officinale,W.T. Aiton,http://www.tropicos.org/Name/4100231,0,0,0,0,0,0,0
Nelumbo lutea,Willd.,http://www.tropicos.org/Name/22600235,0,0,0,0,0,0,0
Nelumbo nucifera,Gaertn.,http://www.tropicos.org/Name/22600041,0,1,0,0,0,1,-1
Nepeta cataria,L.,http://www.tropicos.org/Name/17600177,0,0,0,0,0,0,0
Nephrolepis brownii,(Desv.) Hovenkamp & Miyam.,http://www.tropicos.org/Name/50289229,0,0,0,0,0,1,-1
Nephrolepis cordifolia,(L.) C. Presl,http://www.tropicos.org/Name/26602325,0,0,0,0,0,1,-1
Nerium oleander,L.,http://www.tropicos.org/Name/1800765,0,1,0,1,1,1,-1
Neyraudia reynaudiana,(Kunth) Keng ex Hitchc.,http://www.tropicos.org/Name/25509771,0,0,0,0,0,0,0
Nicandra physalodes,(L.) Gaertn.,http://www.tropicos.org/Name/29602519,0,1,0,0,0,0,0
Nicotiana glauca,Graham,http://www.tropicos.org/Name/29600076,0,1,0,0,0,0,0
Nicotiana tabacum,L.,http://www.tropicos.org/Name/29603382,0,1,0,0,0,1,-1
Nigella damascena,L.,http://www.tropicos.org/Name/27100420,0,1,0,0,0,0,0
Nothoscordum gracile,(Aiton) Stearn,http://www.tropicos.org/Name/18402734,0,1,0,0,0,0,0
Nymphaea alba,L.,http://www.tropicos.org/Name/22600017,0,0,0,0,0,1,-1
Nymphaea amazonum,Mart. & Zucc.,http://www.tropicos.org/Name/22600050,0,0,1,0,0,0,0
Nymphaea odorata,Aiton,http://www.tropicos.org/Name/22600004,0,0,0,0,0,1,-1
Nymphoides indica,(L.) Kuntze,http://www.tropicos.org/Name/20800134,0,0,1,0,0,1,-1
Nyssa aquatica,L.,http://www.tropicos.org/Name/8700077,0,0,0,0,0,0,0
Ocimum americanum,L.,http://www.tropicos.org/Name/17607555,0,0,0,0,0,0,0
Ocimum basilicum,L.,http://www.tropicos.org/Name/17600210,1,0,1,0,0,1,-1
Ocimum gratissimum,L.,http://www.tropicos.org/Name/17600215,0,0,0,0,0,0,0
Odontonema cuspidatum,(Nees) Kuntze,http://www.tropicos.org/Name/100783,0,0,0,0,0,0,0
Oeceoclades maculata,(Lindl.) Lindl.,http://www.tropicos.org/Name/23512591,0,0,0,0,0,1,-1
Oenothera biennis,L.,http://www.tropicos.org/Name/23200540,0,0,0,0,0,0,0
Oenothera drummondii,Hook.,http://www.tropicos.org/Name/23200559,0,0,0,0,0,0,0
Oenothera glazioviana,Micheli,http://www.tropicos.org/Name/23200383,0,0,0,0,0,0,0
Oenothera laciniata,Hill,http://www.tropicos.org/Name/23200804,0,1,0,0,0,0,0
Oenothera speciosa,Nutt.,http://www.tropicos.org/Name/23200600,0,1,0,0,0,0,0
Oenothera tetraptera,Cav.,http://www.tropicos.org/Name/23201009,0,0,0,0,0,0,0
Oldenlandia corymbosa,L.,http://www.tropicos.org/Name/27900131,1,0,0,1,0,0,0
Olea europaea,L.,http://www.tropicos.org/Name/23000814,0,1,0,0,0,0,0
Ophiuros exaltatus,(L.) Kuntze,TNRS,0,0,0,0,0,0,0
Opuntia aurantiaca,Lindl.,http://www.tropicos.org/Name/5100627,0,0,0,0,0,0,0
Opuntia elatior,Mill.,http://www.tropicos.org/Name/5100163,0,0,0,0,0,0,0
Opuntia leucotricha,DC.,http://www.tropicos.org/Name/5100408,0,0,0,0,0,0,0
Opuntia microdasys,(Lehm.) Pfeiff.,http://www.tropicos.org/Name/5106945,0,0,0,0,0,0,0
Opuntia phaeacantha,Engelm.,http://www.tropicos.org/Name/5100078,0,0,0,0,0,0,0
Opuntia polyacantha,Haw.,http://www.tropicos.org/Name/5100168,0,0,0,0,0,0,0
Opuntia spinulifera,Salm-Dyck,http://www.tropicos.org/Name/5100631,0,0,0,0,0,0,0
Opuntia stricta,(Haw.) Haw.,http://www.tropicos.org/Name/5100435,0,1,0,1,0,1,0
Opuntia tomentosa,Salm-Dyck,http://www.tropicos.org/Name/5100440,0,1,0,0,0,0,0
Origanum vulgare,L.,http://www.tropicos.org/Name/17600223,0,0,0,0,0,0,0
Ormocarpum trichocarpum,(Taub.) Engl.,http://www.tropicos.org/Name/13059582,0,0,0,0,0,0,0
Ornithogalum thyrsoides,Jacq.,http://www.tropicos.org/Name/18403029,0,0,0,0,0,0,0
Ornithogalum umbellatum,L.,http://www.tropicos.org/Name/18400300,0,0,0,0,0,0,0
Orobanche minor,Sm.,http://www.tropicos.org/Name/23600028,0,0,0,0,0,0,0
Orontium aquaticum,L.,http://www.tropicos.org/Name/2103069,0,0,0,0,0,0,0
Oryza punctata,Kotschy ex Steud.,http://www.tropicos.org/Name/25509795,0,0,0,0,0,0,0
Oryza rufipogon,Griff.,http://www.tropicos.org/Name/25509796,0,0,0,0,0,0,0
Oryza sativa,L.,http://www.tropicos.org/Name/25509797,0,0,0,0,0,0,0
Oxalis barrelieri,L.,http://www.tropicos.org/Name/23700010,0,0,0,0,0,0,0
Oxalis corniculata,L.,http://www.tropicos.org/Name/23700014,1,1,0,1,1,1,0
Oxalis debilis,Kunth,http://www.tropicos.org/Name/23700101,0,1,0,1,0,0,1
Oxalis latifolia,Kunth,http://www.tropicos.org/Name/23700027,0,1,0,0,0,0,1
Oxalis pes-caprae,L.,http://www.tropicos.org/Name/23700050,0,1,0,0,0,0,0
Oxalis tetraphylla,Cav.,http://www.tropicos.org/Name/23700426,0,0,0,0,0,0,0
Oxalis violacea,L.,http://www.tropicos.org/Name/23700283,0,0,0,0,0,0,0
Pachira aquatica,Aubl.,http://www.tropicos.org/Name/3900113,0,0,0,0,0,0,0
Pachira aquatica,Aubl.,http://www.tropicos.org/Name/3900113,0,0,0,0,0,0,0
Pachira insignis,(Sw.) Sw. ex Savigny,http://www.tropicos.org/Name/3900205,0,0,0,0,0,0,0
Pachyrhizus erosus,(L.) Urb.,http://www.tropicos.org/Name/13047106,0,0,0,0,0,0,0
Paederia foetida,L.,http://www.tropicos.org/Name/27902990,0,0,0,0,0,0,0
Panicum amarum,Elliott,http://www.tropicos.org/Name/25512242,0,1,0,0,0,0,0
Panicum antidotale,Retz.,http://www.tropicos.org/Name/25511287,0,0,0,0,0,0,0
Panicum bergii,Arechav.,http://www.tropicos.org/Name/25520944,0,0,0,0,0,0,0
Panicum capillare,L.,http://www.tropicos.org/Name/25511289,0,1,0,0,0,0,0
Panicum coloratum,L.,http://www.tropicos.org/Name/25512246,0,0,0,0,0,0,0
Panicum dichotomiflorum,Michx.,http://www.tropicos.org/Name/25509805,0,1,0,0,0,0,1
Panicum miliaceum,L.,http://www.tropicos.org/Name/25509813,0,1,0,0,0,0,0
Panicum repens,L.,http://www.tropicos.org/Name/25509819,0,0,1,0,0,0,0
Panicum sabulorum,Lam.,http://www.tropicos.org/Name/25525129,0,0,0,0,0,0,0
Panicum trichoides,Sw.,http://www.tropicos.org/Name/25512294,1,0,0,1,0,0,1
Panicum virgatum,L.,http://www.tropicos.org/Name/25509822,0,1,0,0,0,0,0
Papaver rhoeas,L.,http://www.tropicos.org/Name/24000139,0,0,0,0,0,0,0
Papaver setigerum,DC.,http://www.tropicos.org/Name/24000071,0,0,0,0,0,0,0
Papaver somniferum,L.,http://www.tropicos.org/Name/24000140,0,1,0,0,0,0,0
Parietaria floridana,Nutt.,http://www.tropicos.org/Name/33400320,0,1,0,0,0,0,0
Parietaria judaica,L.,http://www.tropicos.org/Name/33400323,1,0,0,0,0,0,0
Parietaria officinalis,L.,http://www.tropicos.org/Name/33400018,0,1,0,0,0,0,0
Parietaria pensylvanica,Muhl. ex Willd.,http://www.tropicos.org/Name/33400019,0,0,0,0,0,0,0
Parkinsonia aculeata,L.,http://www.tropicos.org/Name/13031315,1,1,1,1,1,1,0
Parmentiera cereifera,Seem.,http://www.tropicos.org/Name/3700632,0,0,0,0,0,0,0
Parthenium hysterophorus,L.,http://www.tropicos.org/Name/2701101,1,1,1,1,1,1,0
Parthenocissus quinquefolia,(L.) Planch.,http://www.tropicos.org/Name/34000007,0,1,0,0,0,0,0
Paspalum atratum,Swallen,http://www.tropicos.org/Name/25527310,0,0,0,0,0,0,0
Paspalum dilatatum,Poir.,http://www.tropicos.org/Name/25509830,0,1,0,0,0,0,0
Paspalum distichum,L.,http://www.tropicos.org/Name/25509831,0,1,1,0,1,0,0
Paspalum fasciculatum,Willd. ex Flüggé,http://www.tropicos.org/Name/25513115,0,0,0,0,0,0,0
Paspalum fimbriatum,Kunth,http://www.tropicos.org/Name/25513425,1,0,1,1,0,0,0
Paspalum maculosum,Trin.,http://www.tropicos.org/Name/25517425,0,0,0,0,0,0,0
Paspalum paniculatum,L.,http://www.tropicos.org/Name/25512329,0,0,0,0,0,0,0
Paspalum plicatulum,Michx.,http://www.tropicos.org/Name/25512333,0,0,0,0,1,0,0
Paspalum pumilum,Nees,http://www.tropicos.org/Name/25509844,0,0,0,0,0,0,0
Paspalum scrobiculatum,L.,http://www.tropicos.org/Name/25509846,0,0,0,0,0,0,0
Paspalum urvillei,Steud.,http://www.tropicos.org/Name/25512356,0,1,0,0,0,0,0
Paspalum vaginatum,Sw.,http://www.tropicos.org/Name/25509847,1,1,1,0,0,0,0
Paspalum virgatum,L.,http://www.tropicos.org/Name/25509848,0,0,0,0,0,0,0
Passiflora biflora,Lam.,http://www.tropicos.org/Name/24200277,0,0,0,0,0,0,0
Passiflora caerulea,L.,http://www.tropicos.org/Name/24200188,0,1,0,0,0,1,-1
Passiflora edulis,Sims,http://www.tropicos.org/Name/24200158,0,1,0,1,0,1,-1
Passiflora foetida,L.,http://www.tropicos.org/Name/24200152,1,0,0,1,1,0,0
Passiflora laurifolia,L.,http://www.tropicos.org/Name/24200163,1,1,0,1,0,0,0
Passiflora maliformis,L.,http://www.tropicos.org/Name/24200166,0,0,0,0,0,0,0
Passiflora morifolia,Mast.,http://www.tropicos.org/Name/24200168,0,0,0,0,0,0,0
Passiflora quadrangularis,L.,http://www.tropicos.org/Name/24200172,0,0,0,0,0,1,-1
Passiflora suberosa,L.,http://www.tropicos.org/Name/24200151,1,1,1,1,1,1,0
Passiflora subpeltata,Ortega,http://www.tropicos.org/Name/24200176,0,0,0,0,0,0,0
Pastinaca sativa,L.,http://www.tropicos.org/Name/1700175,0,0,0,0,0,0,0
Pavonia coccinea,Cav.,http://www.tropicos.org/Name/19602875,0,0,0,0,0,0,0
Peltophorum africanum,Sond.,http://www.tropicos.org/Name/13031350,0,0,0,0,0,0,0
Pennisetum purpureum,Schumach.,http://www.tropicos.org/Name/25509854,0,0,0,0,0,1,-1
Pentapetes phoenicea,L.,http://www.tropicos.org/Name/30400641,0,0,0,0,0,0,0
Pereskia aculeata,Mill.,http://www.tropicos.org/Name/5100447,0,0,0,0,0,0,0
Persea americana,Mill.,http://www.tropicos.org/Name/17801262,1,0,0,1,0,1,-1
Persicaria chinensis,(L.) H. Gross,http://www.tropicos.org/Name/50133756,0,0,0,0,0,0,0
Persicaria lapathifolia,(L.) Gray,http://www.tropicos.org/Name/26000168,0,0,0,0,0,0,0
Persicaria maculosa,Gray,http://www.tropicos.org/Name/50002191,0,0,0,0,0,0,0
Persicaria orientalis,(L.) Spach,http://www.tropicos.org/Name/26001791,0,0,0,0,0,0,0
Petunia axillaris,"(Lam.) Britton, Sterns & Poggenb.",http://www.tropicos.org/Name/29600079,0,1,0,0,0,0,0
Phalaris aquatica,L.,http://www.tropicos.org/Name/25514768,0,0,0,0,0,0,0
