Family,Taxa,Genus,Species,Common name  ,WRA score  ,WRA rating,WRA designation,Date  ,Filename,
Fabaceae,Pterocarpus indicus,Pterocarpus ,indicus,Burmese rosewood,4,Low Risk,L (HPWRA),27/08/2004,Pterocarpus indicus.xls,
Fabaceae,Pterocarpus rohrii,Pterocarpus ,rohrii,bloodwood,0,Low Risk,L (HPWRA),01/03/2010,Pterocarpus rohrii.xls,
Melastomataceae,Pterolepis glomerata,Pterolepis ,glomerata,false meadow beauty,11,High Risk,H (HPWRA),18/12/2009,Pterolepis glomerata.xls,
Marattiaceae,Ptisana salicina,Ptisana,salicina,"king fern, potato fern, para",4,Evaluate,Evaluate,22/09/2016,Ptisana salicina.pdf,
Arecaceae,Ptychosperma elegans,Ptychosperma ,elegans,Alexander palm,2,Evaluate,Evaluate,17/02/2003,Ptychosperma elegans.xls,
Arecaceae,Ptychosperma macarthurii,Ptychosperma ,macarthurii,Macarthur palm,1,High Risk,H (HPWRA),17/02/2003,Ptychosperma macarthurii.xls,
Fabaceae,Pueraria montana var. lobata,Pueraria   ,montana var. lobata,kudzu vine,24,High Risk,H (HPWRA),03/07/2008,Pueraria montana var lobata.xls,
Fabaceae,Pueraria phaseoloides,Pueraria ,phaseoloides,tropical kudzu,17,High Risk,H (HPWRA),15/07/2003,Pueraria phaseoloides.xls,
Punicaceae,Punica granatum,Punica ,granatum,pomegranate,3.5,Low Risk,L (HPWRA),30/01/2004,Punica granatum.xls,
Rosaceae,Pyracantha angustifolia,Pyracantha ,angustifolia,"narrowleaf firethorn, orange firethorn",14,High Risk,H (Hawaii),18/01/2017,Pyracantha angustifolia.pdf,
Rosaceae,Pyracantha crenatoserrata,Pyracantha ,crenatoserrata,firethorn,5,High Risk,H (HPWRA),16/11/2009,Pyracantha crenatoserrata.xls,
Rosaceae,Pyracantha koidzumii,Pyracantha ,koidzumii,Formosa firethorn,7,High Risk,H (HPWRA),16/02/2011,Pyracantha koidzumii.pdf,
Bignoniaceae,Pyrostegia venusta,Pyrostegia ,venusta,flame vine,7,High Risk,H (HPWRA),11/08/2003,Pyrostegia venusta.xls,
Polypodiaceae,Pyrrosia piloselloides,Pyrrosia ,piloselloides,dragons scale fern,6,High Risk,H (HPWRA),02/07/2009,Pyrrosia piloselloides.xls,
Rosaceae,Pyrus calleryana,Pyrus,calleryana,"Bradford pear, Callery pear",9,High Risk,H (HPWRA),10/07/2012,Pyrus calleryana.pdf,
Fagaceae,Quercus ilex,Quercus ,ilex,"holm oak, evergreen oak, holly oak",4,Evaluate,Evaluate,01/09/2017,Quercus ilex.pdf,
Fagaceae,Quercus suber,Quercus ,suber,cork oak,3,Evaluate,Evaluate,25/08/2017,Quercus suber.pdf,
Bignoniaceae,Radermachera sinica,Radermachera,sinica,"China doll, emerald tree, serpent tree",4,Evaluate,Evaluate,28/07/2016,Radermachera sinica.pdf,
Rafflesiaceae,Rafflesia arnoldii,Rafflesia,arnoldii,corpse flower,-3,Low Risk,L (HPWRA),12/12/2016,Rafflesia arnoldii.pdf,
Brassicaceae,Raphanus sativus var. oleiformis,Raphanus,sativus var. oleiformis,"fodder radish, oil radish",7,High Risk,H (HPWRA),05/06/2017,Raphanus sativus oleiformis.pdf,
Arecaceae,Raphia farinifera,Raphia,farinifera,"raffia palm, raphia",5,Evaluate,Evaluate,10/11/2012,Raphia farinifera.pdf,
Brassicaceae,Rapistrum rugosum,Rapistrum ,rugosum,bastard cabbage,5,Evaluate,Evaluate,25/06/2010,Rapistrum rugosum.pdf,
Apocynaceae,Rauvolfia vomitoria,Rauvolfia ,vomitoria,poison devil's pepper,21,High Risk,H (Hawaii),27/08/2010,Rauvolfia vomitoria.pdf,
Strelitziaceae,Ravenala madagascariensis,Ravenala ,madagascariensis,traveller's palm,5,Low Risk,L (HPWRA),27/08/2004,Ravenala madagascariensis.xls,
Arecaceae,Ravenea rivularis,Ravenea ,rivularis,majesty palm,-3,Low Risk,L (HPWRA),02/03/2010,Ravenea rivularis.xls,
Arecaceae,Reinhardtia gracilis,Reinhardtia,gracilis,window pane palm,2,High Risk,H (HPWRA),07/11/2012,Reinhardtia gracilis.pdf,
Polygonaceae,Reynoutria multiflora,Reynoutria,multiflora,"Chinese knotweed, Fo-ti",10,High Risk,H (HPWRA),28/08/2013,Reynoutria multiflora.pdf,
Rosaceae,Rhaphiolepis indica,Rhaphiolepis ,indica,Indian hawthorn,3,Low Risk,L (HPWRA),07/10/2002,Rhaphiolepis indica.xls,
Rosaceae,Rhaphiolepis umbellata,Rhaphiolepis ,umbellata,Japanese hawthorn,0,Low Risk,L (HPWRA),11/05/2011,Rhaphiolepis umbellata.pdf,
Arecaceae,Rhapis excelsa,Rhapis,excelsa,lady palm,0,Low Risk,L (HPWRA),07/10/2002,Rhapis excelsa.xls,
Cactaceae,Rhipsalis baccifera,Rhipsalis ,baccifera,mistletoe cactus,0,Low Risk,L (HPWRA),07/04/2010,Rhipsalis baccifera.pdf,
Rhizophoraceae,Rhizophora mangle,Rhizophora ,mangle,"red mangrove, American mangrove",13,High Risk,H (Hawaii),30/03/2011,Rhizophora mangle.pdf,
Ericaceae,Rhododendron indicum,Rhododendron ,indicum,evergreen azalea,4,Low Risk,L (HPWRA),27/08/2004,Rhododendron indicum.xls,
Myrtaceae,Rhodomyrtus tomentosa,Rhodomyrtus ,tomentosa,rose myrtle,8,High Risk,H (HPWRA),07/10/2002,Rhodomyrtus tomentosa.xls,
Arecaceae,Rhopalostylis baueri,Rhopalostylis ,baueri,Norfolk Island palm,-2,Low Risk,L (HPWRA),31/07/2014,Rhopalostylis baueri.pdf,
Anacardiaceae,Rhus taitensis,Rhus ,taitensis,sumac,7,High Risk,H (HPWRA),16/11/2011,Rhus taitensis.pdf,
Rubiaceae,Richardia scabra,Richardia ,scabra,"Mexican clover, Florida pusley",12,High Risk,H (HPWRA),09/02/2017,Richardia scabra.pdf,
Euphorbiaceae,Ricinus communis,Ricinus ,communis,castorbean,21,High Risk,H (Hawaii),14/08/2008,Ricinus communis.xls,
Phytolaccaeae,Rivina humilis,Rivina ,humilis,"coral berry, rouge plant",11,High Risk,H (HPWRA),09/02/2011,Rivina humilis.pdf,
Asteraceae,Roldana petasitis,Roldana ,petasitis,velvet groundsel,12,High Risk,H (HPWRA),27/04/2011,Roldana petasitis.pdf,
Rubiaceae,Rondeletia amoena,Rondeletia ,amoena,rondeletia,-2,Low Risk,L (HPWRA),02/11/2006,Rondeletia amoena.xls,
Rubiaceae,Rondeletia odorata,Rondeletia ,odorata,rondeletia,-4,Low Risk,L (HPWRA),15/06/2004,Rondeletia odorata.xls,
Rosaceae,Rosa laevigata,Rosa ,laevigata,Cherokee rose,16,High Risk,H (HPWRA),02/07/2009,Rosa laevigata.xls,
Rosaceae,Rosa multiflora,Rosa ,multiflora,multiflora rose,12,High Risk,H (HPWRA),22/01/2008,Rosa multiflora.xls,
Rubiaceae,Rosenbergiodendron formosum,Rosenbergiodendron,formosum,"blackberry jam fruit, raspberry bush",1,High Risk,H (HPWRA),23/11/2012,Rosenbergiodendron formosum.pdf,
Lamiaceae,Rotheca myricoides,Rotheca ,myricoides,"blue butterfly bush, blue wings",6,High Risk,H (HPWRA),23/05/2016,Rotheca myricoides.pdf,
Lamiaceae,Rotheca serrata,Rotheca ,serrata,"beetle killer, blue fountain bush",4,Evaluate,Evaluate,12/06/2014,Rotheca serrata.pdf,
Arecaceae,Roystonea oleracea,Roystonea ,oleracea,cabbage palm,-3,Low Risk,L (HPWRA),09/03/2007,Roystonea oleracea.xls,
Arecaceae,Roystonea regia,Roystonea ,regia,Florida royal palm,0,Low Risk,L (HPWRA),17/02/2003,Roystonea regia.xls,
Rosaceae,Rubus argutus,Rubus ,argutus,prickly Florida blackberry,21.5,High Risk,H (HPWRA),28/05/2004,Rubus argutus.xls,
Rosaceae,Rubus discolor,Rubus ,discolor,Himalayan blackberry,24,High Risk,H (HPWRA),21/12/2006,Rubus discolor.xls,
Rosaceae,Rubus ellipticus,Rubus ,ellipticus,yellow Himalayan raspberry,18,High Risk,H (HPWRA),02/11/2006,Rubus ellipticus.xls,
Rosaceae,Rubus fruticosus,Rubus ,fruticosus,blackberry,19,High Risk,H (HPWRA),11/12/2014,Rubus fruticosus.pdf,
Rosaceae,Rubus loganobaccus,Rubus,loganobaccus,"boysenberry, loganberry",11,High Risk,H (HPWRA),26/01/2012,Rubus loganobaccus.pdf,
Rosaceae,Rubus 'Marion',Rubus,Marion',marionberry,4,Evaluate,Evaluate,25/01/2012,Rubus marion.pdf,
Rosaceae,Rubus 'Natchez',Rubus ,Natchez',Natchez,7,High Risk,H (Hawaii),04/05/2011,Rubus natchez.pdf,
Rosaceae,Rubus niveus,Rubus ,niveus,Ceylon raspberry,19,High Risk,H (HPWRA),22/09/2009,Rubus niveus.xls,
Rosaceae,Rubus rosifolius,Rubus ,rosifolius,thimbleberry,10,High Risk,H (HPWRA),02/11/2006,Rubus rosifolius.xls,
Rosaceae,Rubus sieboldii,Rubus ,sieboldii,Molucca raspberry,12,High Risk,H (Hawaii),09/07/2015,Rubus sieboldii.pdf,
Rosaceae,Rubus 'Triple Crown',Rubus ,Triple Crown',Triple Crown,3,Evaluate,Evaluate,27/01/2012,Rubus triple crown.pdf,
Asteraceae,Rudbeckia hirta,Rudbeckia,hirta,black-eyed Susan,7,High Risk,H (HPWRA),17/12/2013,Rudbeckia hirta.pdf,
Acanthaceae,Ruellia caroliniensis,Ruellia ,caroliniensis,Carolina wild petunia,1,Low Risk,L (HPWRA),17/02/2003,Ruellia caroliniensis.xls,
Acanthaceae,Ruellia squarrosa,Ruellia ,squarrosa,water bluebell,7,High Risk,H (HPWRA),07/06/2011,Ruellia squarrosa.pdf,
Acanthaceae,Ruellia tuberosa,Ruellia ,tuberosa,minnieroot,8,High Risk,H (HPWRA),03/05/2011,Ruellia tuberosa.xls,
Polygonaceae,Rumex acetosella,Rumex,acetosella,"field sorrel, sheep sorrel",18,High Risk,H (HPWRA),01/03/2016,Rumex acetosella.pdf,
Scrophulariaceae,Russelia equisetiformis,Russelia ,equisetiformis,fire cracker plant,-2,Low Risk,L (HPWRA),07/10/2002,Russelia equisetiformis.xls,
Acanthaceae,Ruttya fruticosa,Ruttya ,fruticosa,rabbit ears,1,Evaluate,Evaluate,28/04/2009,Ruttya fruticosa.xls,
Poaceae,Rytidosperma semiannulare,Rytidosperma ,semiannulare,Tasmanian wallaby grass,2.5,Low Risk,L (HPWRA),18/12/2015,Rytidosperma semiannulare.pdf,
Arecaceae,Sabal causiarum,Sabal ,causiarum,"Puerto Rican hat palm, palma de escoba",1,Evaluate,Evaluate,18/07/2014,Sabal causiarum.pdf,
Arecaceae,Sabal mauritiiformis,Sabal ,mauritiiformis,savannah palm,-2,Low Risk,L (HPWRA),28/04/2009,Sabal mauritiiformis.xls,
Arecaceae,Sabal palmetto,Sabal ,palmetto,"cabbage palm, blue palmetto",5,Evaluate,Evaluate,20/07/2014,Sabal palmetto.pdf,
Poaceae,Saccharum officinarum,Saccharum ,officinarum,sugar cane,-2,Low Risk,L (HPWRA),08/06/2005,Saccharum officinarum.xls,
Poaceae,Saccharum ravennae,Saccharum ,ravennae,"Italian sugarcane, plume grass, ravenna grass",12,High Risk,H (HPWRA),08/02/2018,,
Poaceae,Saccharum spontaneum,Saccharum ,spontaneum,wild sugarcane,17,High Risk,H (HPWRA),22/01/2008,Saccharum spontaneum.xls,
Alismataceae,Sagittaria platyphylla,Sagittaria ,platyphylla,"Broad-leaf arrowhead, delta arrowhead",28,High Risk,H (HPWRA),28/10/2014,Sagittaria platyphylla.pdf,
Chenopodiaceae,Salicornia virginica,Salicornia ,virginica,Virginia pickleweed,4,Low Risk,L (HPWRA),02/11/2006,Salicornia virginica.xls,
Salicaceae,Salix babylonica,Salix ,babylonica,Babylon weeping willow,9,High Risk,H (HPWRA),09/02/2004,Salix babylonica.xls,
Salicaceae,Salix cinerea,Salix ,cinerea,"common sallow, gray willow, pussy willow",9,High Risk,H (HPWRA),01/02/2018,Salix cinerea.pdf,
Salicaceae,Salix nigra,Salix ,nigra,"black willow, swamp willow",5,Evaluate,Evaluate,17/02/2015,Salix nigra.pdf,
Salicaceae,Salix x reichardtii,Salix ,x reichardtii,pussy willow,2,Low Risk,L (HPWRA),20/11/2017,Salix x reichardtii.pdf,
Chenopodiaceae,Salsola kali,Salsola ,kali,tumbleweed,18.5,High Risk,H (HPWRA),28/04/2009,Salsola kali.xls,
Lamiaceae,Salvia buchananii,Salvia ,buchananii,"Buchanan's sage, fuschia sage",4,Low Risk,L (HPWRA),15/02/2017,Salvia buchananii.pdf,
Lamiaceae,Salvia guaranitica,Salvia ,guaranitica,Salvia 'black and blue',9,High Risk,H (HPWRA),26/05/2017,Salvia guaranitica.pdf,
Lamiaceae,Salvia hispanica,Salvia,hispanica,"chia, mexikansk chia-salvia",-1,Low Risk,L (HPWRA),10/01/2012,Salvia hispanica.pdf,
Lamiaceae,Salvia leucantha,Salvia ,leucantha,Mexican bush sage,12,High Risk,H (HPWRA),22/02/2017,Salvia leucantha.pdf,
Salviniaceae,Salvinia molesta,Salvinia ,molesta,giant salvinia,29,High Risk,H (HPWRA),20/08/2003,Salvinia molesta.xls,
Fabaceae,Samanea saman,Samanea ,saman,monkeypod tree,4,Low Risk,L (HPWRA),07/10/2002,Samanea saman.xls,
Caprifoliaceae,Sambucus mexicana,Sambucus ,mexicana,Mexican elderberry,9,High Risk,H (HPWRA),02/07/2009,Sambucus mexicana.xls,
Acanthaceae,Sanchezia speciosa,Sanchezia ,speciosa,sanchezia,3,Low Risk,L (HPWRA),15/06/2004,Sanchezia speciosa.xls,
Meliaceae,Sandoricum koetjape,Sandoricum ,koetjape,santol,1,Evaluate,Evaluate,07/10/2011,Sandoricum koetjape.pdf,
Agavaceae,Sansevieria trifasciata,Sansevieria ,trifasciata,mother-in-law's tongue,9,High Risk,H (HPWRA),03/12/2004,Sansevieria trifasciata.xls,
Santalaceae,Santalum album,Santalum ,album,"Indian sandalwood, white sandalwood",5,High Risk,H (HPWRA),05/02/2015,Santalum album.pdf,
Fabaceae,Saraca asoca,Saraca ,asoca,ashoka tree,0,Low Risk,L (HPWRA),10/06/2011,Saraca asoca.pdf,
Fabaceae,Saraca declinata,Saraca ,declinata,red saraca,-3,Low Risk,L (HPWRA),23/08/2010,Saraca declinata.pdf,
Fabaceae,Saraca indica,Saraca ,indica,ashoka tree,-7,Low Risk,L (HPWRA),20/11/2002,Saraca indica.xls,
Fabaceae,Saraca thaipingensis,Saraca ,thaipingensis,yellow saraca,2,Low Risk,L (HPWRA),23/07/2010,Saraca thaipingensis.pdf,
Arecaceae,Satakentia liukiuensis,Satakentia,liukiuensis,satake palm,-2,Low Risk,L (HPWRA),27/12/2012,Satakentia liukiuensis.pdf,
Euphorbiaceae,Sauropus androgynus,Sauropus ,androgynus,star gooseberry,4,Evaluate,Evaluate,10/06/2010,Sauropus androgynus.pdf,
Saxifragaceae,Saxifraga sarmentosa,Saxifraga ,sarmentosa,strawberry saxifrage,3,Low Risk,L (HPWRA),20/11/2002,Saxifraga sarmentosa.xls,
Amaryllidaceae,Scadoxus multiflorus,Scadoxus,multiflorus,"blood lily, blood flower",-1,Low Risk,L (HPWRA),14/02/2012,Scadoxus multiflorus.pdf,
Goodeniaceae,Scaevola aemula,Scaevola,aemula,"common fanflower, fairy fanflower",-6,Low Risk,L (HPWRA),01/09/2012,Scaevola aemula.pdf,
Acanthaceae,Schaueria azaleiflora,Schaueria,azaleiflora,schaueria,2,Evaluate,Evaluate,28/06/2013,Schaueria azaleiflora.pdf,
Araliaceae,Schefflera actinophylla,Schefflera ,actinophylla,octopus tree,13,High Risk,H (HPWRA),28/05/2004,Schefflera actinophylla.xls,
Araliaceae,Schefflera arboricola,Schefflera ,arboricola,dwarf umbrella-tree,3,Evaluate,Evaluate,07/10/2002,Schefflera arboricola.xls,
Araliaceae,Schefflera elegantissima,Schefflera ,elegantissima,false aralia,0,Low Risk,L (HPWRA),09/02/2004,Schefflera elegantissima.xls,
Araliaceae,Schefflera heptaphylla,Schefflera ,heptaphylla,ivy tree,4,Evaluate,Evaluate,21/11/2011,Schefflera heptaphylla.pdf,
Araliaceae,Schefflera taiwaniana,Schefflera ,taiwaniana,umbrella plant,1,Evaluate,Evaluate,09/03/2007,Schefflera taiwaniana.xls,
Anacardiaceae,Schinus molle,Schinus ,molle,Peruvian pepper tree,10,High Risk,H (Hawaii),07/10/2002,Schinus molle.xls,
Anacardiaceae,Schinus terebinthifolius,Schinus ,terebinthifolius,Christmas berry,19,High Risk,H (Hawaii),28/05/2004,Schinus terebinthifolius.xls,
Poaceae,Schizachyrium condensatum,Schizachyrium ,condensatum,bush beardgrass,13,High Risk,H (HPWRA),07/03/2012,Schizachyrium condensatum.pdf,
Hyacinthaceae,Schizobasis intricata,Schizobasis ,intricata,"climbing onion, losbol",1,Low Risk,L (HPWRA),26/06/2015,Schizobasis intricata.pdf,
Fabaceae,Schizolobium parahyba,Schizolobium,parahyba,"Brazilian firetree, guapiruvu, parica",7,High Risk,H (HPWRA),20/11/2015,Schizolobium parahyba.pdf,
Poaceae,Schizostachyum brachycladum,Schizostachyum ,brachycladum,sacred Bali bamboo,-1,Low Risk,L (HPWRA),12/05/2008,Schizostachyum brachycladum.xls,
Poaceae,Schizostachyum glaucifolium,Schizostachyum ,glaucifolium,Hawaiian bamboo,0,Low Risk,L (HPWRA),20/11/2002,Schizostachyum glaucifolium.xls,
Sapindaceae,Schleichera oleosa,Schleichera,oleosa,"Ceylon oak, lactree",1,Evaluate,Evaluate,07/02/2013,Schleichera oleosa.pdf,
Fabaceae,Schleinitzia insularum,Schleinitzia ,insularum,chotha-hao,-1,Low Risk,L (HPWRA),15/10/2009,Schleinitzia insularum.xls,
Cyperaceae,Schoenoplectus californicus,Schoenoplectus,californicus,"California bulrush, giant bulrush",21,High Risk,H (HPWRA),22/01/2016,Schoenoplectus californicus.pdf,
Fabaceae,Schotia brachypetala,Schotia ,brachypetala,elephant hedge bean tree,0,Low Risk,L (HPWRA),20/11/2002,Schotia brachypetala.xls,
Fabaceae,Schotia latifolia,Schotia,latifolia,"bush boer-bean, forest boer-bean",1,Evaluate,Evaluate,18/07/2016,Schotia latifolia.pdf,
Anacardiaceae,Searsia lancea,Searsia ,lancea,willow rhus,8,High Risk,H (HPWRA),07/01/2010,Searsia lancea.xls,
Cucurbitaceae,Sechium edule,Sechium,edule,"chayote, cho cho, vegetable pear",7,High Risk,H (HPWRA),12/10/2012,Sechium edule.pdf,
Crassulaceae,Sedum pachyphyllum,Sedum,pachyphyllum,jelly beans,3,Evaluate,Evaluate,12/10/2012,Sedum pachyphyllum.pdf,
Selaginellaceae,Selaginella braunii,Selaginella,braunii,arborvitae fern,7,High Risk,H (HPWRA),18/10/2013,Selaginella braunii.pdf,
Cactaceae,Selenicereus megalanthus,Selenicereus,megalanthus,yellow pitahaya,4,Evaluate,Evaluate,30/05/2013,Selenicereus megalanthus.pdf,
Anacardiaceae,Semecarpus anacardium,Semecarpus ,anacardium,marking nut tree,5,Evaluate,Evaluate,07/01/2010,Semecarpus anacardium.xls,
Asteraceae,Senecio cineraria,Senecio ,cineraria,dusty miller,2,Low Risk,L (HPWRA),03/12/2004,Senecio cineraria.xls,
Asteraceae,Senecio madagascariensis,Senecio ,madagascariensis,fireweed,23,High Risk,H (HPWRA),25/06/2004,Senecio madagascariensis.xls,
Asteraceae,Senecio mandraliscae,Senecio ,mandraliscae,blue finger,-3,Low Risk,L (HPWRA),28/04/2009,Senecio mandraliscae.xls,
Asteraceae,Senecio sylvaticus,Senecio,sylvaticus,"heath groundsel, wood groundsel",9.5,High Risk,H (HPWRA),16/01/2016,Senecio sylvaticus.pdf,
Asteraceae,Senecio vulgaris,Senecio,vulgaris,"common fireweed, common groundsel",14,High Risk,H (HPWRA),29/02/2016,Senecio vulgaris.pdf,
Fabaceae,Senna alata,Senna ,alata,candle bush,10,High Risk,H (HPWRA),07/10/2002,Senna alata.xls,
Fabaceae,Senna artemisioides,Senna ,artemisioides,"silver senna, silver cassia",9,High Risk,H (HPWRA),04/11/2010,Senna artemisioides.pdf,
Fabaceae,Senna bicapsularis,Senna ,bicapsularis,Christmasbush,8,High Risk,H (HPWRA),23/11/2008,Senna bicapsularis.xls,
Fabaceae,Senna multijuga,Senna,multijuga,"false sicklepod, November shower",7,High Risk,H (HPWRA),26/07/2012,Senna multijuga.pdf,
Fabaceae,Senna obtusifolia,Senna,obtusifolia,"American sicklepod, coffee weed",20,High Risk,H (HPWRA),07/01/2013,Senna obtusifolia.pdf,
Fabaceae,Senna pendula,Senna ,pendula,"Christmas senna, climbing cassia",14,High Risk,H (Hawaii),20/06/2016,Senna pendula.pdf,
Fabaceae,Senna septemtrionalis,Senna ,septemtrionalis,"arsenic bush, smooth senna, kolomona",17,High Risk,H (HPWRA),21/06/2017,Senna septemtrionalis.pdf,
Fabaceae,Senna siamea,Senna ,siamea,"siamese cassia, Thailand shower",10,High Risk,H (HPWRA),22/01/2014,Senna siamea.pdf,
Fabaceae,Senna spectabilis,Senna ,spectabilis,spectacular cassia,11,High Risk,H (HPWRA),28/04/2009,Senna spectabilis.xls,
Fabaceae,Senna surattensis,Senna ,surattensis,kolomona,0,Evaluate,Evaluate,27/04/2004,Senna surattensis.xls,
Cupressaceae,Sequoia sempervirens,Sequoia ,sempervirens,California redwood,-4,Low Risk,L (HPWRA),09/03/2007,Sequoia sempervirens.xls,
Fabaceae,Serianthes kanehirae,Serianthes ,kanehirae,ukall,-5,Low Risk,L (HPWRA),28/04/2009,Serianthes kanehirae.xls,
Rubiaceae,Serissa japonica,Serissa ,japonica,serissa,-10,Low Risk,L (HPWRA),03/12/2004,Serissa japonica.xls,
Fabaceae,Sesbania grandiflora,Sesbania ,grandiflora,agati,2,Low Risk,L (HPWRA),07/10/2002,Sesbania grandiflora.xls,
Fabaceae,Sesbania punicea,Sesbania ,punicea,rattlebox,9.5,High Risk,H (HPWRA),11/05/2004,Sesbania punicea.xls,
Fabaceae,Sesbania sesban,Sesbania ,sesban,Egyptian riverhemp,11,High Risk,H (HPWRA),02/11/2006,Sesbania sesban.xls,
Aizoaceae,Sesuvium verrucosum,Sesuvium ,verrucosum,western purslane,9,High Risk,H (HPWRA),07/11/2017,Sesuvium verrucosum.pdf,
Poaceae,Setaria italica,Setaria ,italica,foxtail millet,9,High Risk,H (HPWRA),13/09/2010,Setaria italica.pdf,
Poaceae,Setaria palmifolia,Setaria,palmifolia,"palm grass, highland pitpit",22,High Risk,H (Hawaii),09/06/2015,Setaria palmifolia.pdf,
Poaceae,Setaria sphacelata,Setaria ,sphacelata,"African bristle grass, broadleaf setaria",19,High Risk,H (HPWRA),01/02/2011,Setaria sphacelata.pdf,
Rutaceae,Severinia buxifolia,Severinia,buxifolia,Chinese box orange,2,Low Risk,L (HPWRA),01/11/2013,Severinia buxifolia.pdf,
Euphorbiaceae,Shirakiopsis elliptica,Shirakiopsis ,elliptica,"jumping seed tree, musoso",3,Evaluate,Evaluate,28/05/2014,Shirakiopsis elliptica.pdf,
Cucurbitaceae,Sicana odorifera,Sicana,odorifera,"casabanana, cassabanana, musk-cucumber",2,Evaluate,Evaluate,06/04/2016,Sicana odorifera.pdf,
Sapotaceae,Sideroxylon persimile,Sideroxylon ,persimile,"bully tree, bumelia",8,High Risk,H (HPWRA),04/04/2011,Sideroxylon persimile.pdf,
Asteraceae,Sigesbeckia orientalis,Sigesbeckia ,orientalis,small yellow crownbeard,13,High Risk,H (HPWRA),28/04/2011,Sigesbeckia orientalis.pdf,
Caryophyllaceae,Silene armeria,Silene,armeria,sweet William catchfly,7,High Risk,H (HPWRA),08/12/2011,Silene armeria.pdf,
Asteraceae,Silybum marianum,Silybum ,marianum,milk thistle,17.5,High Risk,H (HPWRA),02/07/2009,Silybum marianum.xls,
Simmondsiaceae,Simmondsia chinensis,Simmondsia ,chinensis,jojoba,-3,Low Risk,L (HPWRA),03/04/2008,Simmondsia chinensis.xls,
Fabaceae,Sindora supa,Sindora,supa,supa,5,Evaluate,Evaluate,21/08/2012,Sindora supa.pdf,
Iridaceae,Sisyrinchium rosulatum,Sisyrinchium ,rosulatum,annual blue eyed-grass,9,High Risk,H (HPWRA),20/08/2014,Sisyrinchium rosulatum.pdf,
Solanaceae,Solandra maxima,Solandra ,maxima,cup of gold,3,Evaluate,Evaluate,07/10/2002,Solandra maxima.xls,
Solanaceae,Solanum aethiopicum,Solanum ,aethiopicum,pumpkin on a stick,4,Low Risk,L (HPWRA),03/08/2011,Solanum aethiopicum.pdf,
Solanaceae,Solanum betaceum,Solanum,betaceum,"tree tomato, tamarillo",7,High Risk,H (HPWRA),18/04/2012,Solanum betaceum.pdf,
Solanaceae,Solanum capsicoides,Solanum ,capsicoides,cockroach berry,15,High Risk,H (HPWRA),23/11/2008,Solanum capsicoides.xls,
Solanaceae,Solanum glaucophyllum,Solanum ,glaucophyllum,waxy-leaf nightshade,10,High Risk,H (HPWRA),14/03/2011,Solanum glaucophyllum.pdf,
Solanaceae,Solanum lasiocarpum,Solanum ,lasiocarpum,"hairy egg plant, hairy nightshade",10,High Risk,H (HPWRA),02/07/2015,Solanum lasiocarpum.pdf,
Solanaceae,Solanum mauritianum,Solanum ,mauritianum,"bugtree, wild tobacco-tree",24,High Risk,H (HPWRA),16/11/2010,Solanum mauritianum.pdf,
Solanaceae,Solanum melongena,Solanum,melongena,"aubergine, brinjal eggplant",1,Low Risk,L (HPWRA),20/09/2012,Solanum melongena.pdf,
Solanaceae,Solanum muricatum,Solanum ,muricatum,melon pear,5,Low Risk,L (HPWRA),24/01/2008,Solanum muricatum.xls,
Solanaceae,Solanum pseudocapsicum,Solanum ,pseudocapsicum,"Jerusalem cherry, false capsicum",16,High Risk,H (HPWRA),17/08/2015,Solanum pseudocapsicum.pdf,
Solanaceae,Solanum quitoense,Solanum,quitoense,"naranjilla, lulo, Quito orange",11,High Risk,H (HPWRA),23/03/2012,Solanum quitoense.pdf,
Solanaceae,Solanum robustum,Solanum,robustum,"shrubby nightshade, silverleaf nightshade",9,High Risk,H (HPWRA),18/04/2016,Solanum robustum.pdf,
Solanaceae,Solanum seaforthianum,Solanum ,seaforthianum,Brazilian nightshade,9,High Risk,H (Hawaii),07/10/2002,Solanum seaforthianum.xls,
Solanaceae,Solanum torvum,Solanum ,torvum,"turkeyberry, pea eggplant",24,High Risk,H (HPWRA),18/02/2011,Solanum torvum.pdf,
Fabaceae,Sophora tomentosa,Sophora ,tomentosa,yellow necklacepod,-3,Low Risk,L (HPWRA),20/11/2002,Sophora tomentosa.xls,
Rosaceae,Sorbus aucuparia,Sorbus ,aucuparia,"quickbeam, rowan, rowan berry, mountain ash",8,High Risk,H (HPWRA),16/06/2017,Sorbus aucuparia. Pdf,
Poaceae,Sorghum bicolor,Sorghum ,bicolor,sweet sorghum,6,Low Risk,L (HPWRA),07/01/2010,Sorghum bicolor.xls,
Poaceae,Sorghum bicolor ssp. drummondii,Sorghum   ,bicolor ssp. drummondii,shattercane,17.5,High Risk,H (HPWRA),02/07/2009,Sorghum bicolor ssp drummondii.xls,
Simaroubaceae,Soulamea amara,Soulamea,amara,bitter tree,-1,Low Risk,L (HPWRA),30/08/2012,Soulamea amara.pdf,
Fabaceae,Spartium junceum,Spartium ,junceum,Spanish broom,12,High Risk,H (HPWRA),30/04/2004,Spartium junceaum.xls,
Araceae,Spathiphyllum cannifolium,Spathiphyllum ,cannifolium,spathe flower,-4,Low Risk,L (HPWRA),11/08/2003,Spathiphyllum cannifolium.xls,
Araceae,Spathiphyllum wallisii,Spathiphyllum ,wallisii,peace lily,-4,Low Risk,L (HPWRA),11/08/2003,Spathiphyllum wallisii.xls,
